TIC m_TIC RAJ2000 DEJ2000 Tmag BJD0 Per Morph Sectors Transit_Times tpeak
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1495.0631733999999 1495.0631733999999
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1495.9600522 1495.9600522
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1496.856931 1496.856931
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1497.7538098 1497.7538098
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1498.6506886 1498.6506886
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1499.5475674 1499.5475674
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1500.4444462 1500.4444462
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1501.3413249999999 1501.3413249999999
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1502.2382038 1502.2382038
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1503.1350826 1503.1350826
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1504.0319614 1504.0319614
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1504.9288402 1504.9288402
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1505.825719 1505.825719
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1506.7225978 1506.7225978
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1507.6194765999999 1507.6194765999999
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1508.5163554 1508.5163554
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1509.4132342 1509.4132342
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1510.310113 1510.310113
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1511.2069918 1511.2069918
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1512.1038706 1512.1038706
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1513.0007494 1513.0007494
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1513.8976281999999 1513.8976281999999
149976187 1 090.2961302550 -63.5335191718 10.737 1492.372537 0.8968788 0.674 7.0 1514.794507 1514.794507
