TIC tpeak
522731503 1501.0025012196418
260373233 1500.420063094915
129168499 1498.7837874537183
259064224 1496.3164962905107
117739731 1495.9957787908438
318834342 1497.3751249732293
264566802 1499.741784627932
265138849 1508.7254167065057
112839918 1495.7429545681846
350858902 1509.6113361531352
268695820 1495.4324837511526
79635074 1508.2313135743586
150394383 1513.9186465386767
155127306 1507.3347668246543
141655643 1497.888999855833
19007263 1510.6709940174972
379954215 1495.653729263722
132931430 1496.4828430203202
396827054 1507.9494223702227
128225092 1514.033801992116
177532380 1513.5844303817648
238633683 1510.90111169419
131467190 1509.8249941513943
156181354 1497.8744281317486
81355333 1498.00815934194
167574207 1499.876715586715
125057444 1494.1819643623633
149750934 1495.7892356485418
98550280 1508.955400519174
234377228 1510.4808842385985
64508758 1496.6874962356183
106743078 1500.4145523299926
340316210 1498.7954104712421
156813535 1510.6376300383074
443894318 1507.131980854544
97055932 1500.7516093270788
285216894 1498.9471917877706
321263387 1509.3693192304206
140946369 1513.8155814989457
145285987 1498.4461044840396
373779556 1494.3166447227777
141976045 1500.6739186883608
107254900 1499.1368753818963
36429415 1507.3371742321078
391746904 1510.91971120736
52802804 1495.4039378629755
59893468 1493.8522504471075
54130142 1496.0619966107433
97926210 1499.7664845323513
753408906 1509.906837529952
156837060 1495.6038743784973
177449987 1506.8991102113189
415046182 1512.1382250952506
182585456 1508.5157344696102
175685960 1511.671126780213
232052990 1513.190632674647
332384524 1499.5215611956398
319243928 1510.0759058063106
68199953 1498.01202962824
94702379 1499.4208531429574
148100563 1498.5281472335942
94587234 1509.1077403552476
176308441 1496.0349974329213
129512011 1511.3792417596771
172198761 1509.3681673413532
68281065 1510.7782693045892
174003610 1508.2834923402706
219206572 1509.0393204248296
128393429 1512.6978837047034
220590740 1494.4449665137624
753616134 1512.6878483310775
56538748 1507.748502886463
274085310 1512.048624763945
61836651 1509.547572928383
66062072 1498.5399986386228
62306347 1496.2984322820735
174747548 1494.0606504197249
143478305 1509.5776517150493
232051575 1507.901094135197
109120242 1510.230046719491
167309408 1498.9261578284702
173133686 1499.7066484048212
452999503 1513.8048150008365
231973282 1509.626812155207
174315925 1500.185559165582
55501863 1499.5707342679657
165151595 1498.3861025636095
19386010 1495.1826266508497
157244030 1500.6528772075687
80924051 1511.4875137416275
49188450 1495.528305007986
81982579 1513.5608509192577
80641789 1498.2369030711054
261258369 1495.4486985686933
143789848 1500.963089920525
238231891 1507.3821081198669
455233880 1496.082060165897
366408990 1498.817503633662
149074576 1508.8397402909966
375089157 1501.0589654367504
255756700 1511.5646460194257
129594758 1508.4071972569184
296352047 1513.9771858472275
31962721 1508.1840403180224
128809169 1510.011056488145
149903444 1501.2017521658363
143474107 1493.7390268781796
349969753 1496.076273223395
331998338 1509.627181928331
143322909 1494.73220964356
174659183 1500.3361662001275
79293542 1509.423540632556
146897700 1495.145516653631
140090939 1497.3706472515253
431982997 1513.5887950522565
23368425 1509.643502141998
187854546 1496.5148182160049
124811683 1494.1920052176947
174147835 1508.7748525112734
31932266 1493.717697682768
110115006 1508.3225696756163
452954946 1500.330292474147
147705508 1494.686649880568
55387578 1495.0318865157944
124875926 1494.612841258355
73236266 1500.5780588681746
53601943 1501.123317267335
264603384 1508.237926851909
176049536 1512.4287880100399
168337240 1513.3032270851677
172410033 1507.4629586426909
238129698 1509.3051546392637
64839872 1496.0138783217526
151002923 1508.908111257315
238375999 1511.6118293452573
109405187 1507.170701724461
151619731 1496.0653640902221
32933356 1498.5110838894645
178735401 1508.0062350078913
125193048 1508.0752813980553
109836739 1500.1867142340243
177351265 1496.793009342724
340483975 1497.3076660551387
81226289 1497.4658332597724
53744519 1500.0933178070893
366632087 1511.7288245746502
344026489 1512.3381136004914
131190906 1508.8995394206534
260607869 1510.668964055398
405105477 1499.357746302578
65545266 1510.9652039984214
128054205 1494.0972132520608
358508284 1494.447258496985
456854796 1498.781739013399
142418012 1513.7372813853485
272128758 1494.35397830526
113936180 1509.1336307992294
22769364 1496.82620830806
291793087 1496.2192276659473
47591616 1508.8509093995583
155043766 1495.4082808893968
36198810 1496.9145650557875
141546245 1498.999414845025
125346296 1507.821916497298
263995122 1498.9571758899722
348599896 1510.3718140099834
409269605 1497.8180740673076
61756192 1513.962791246017
29927204 1507.5206015115734
60150299 1494.9857893137007
269064559 1509.1268224292412
129171920 1494.7699844372523
452901943 1508.9404541193762
231935857 1508.9581419251576
65588842 1510.9343270558095
125901300 1513.8787812806086
231410088 1497.893998234256
107255511 1496.7871722511838
280366780 1512.6518322024276
79293983 1497.4418801133493
63041421 1494.9823023050458
140100833 1500.33880097561
52642090 1495.7842863481458
156535122 1510.5481661512163
237957329 1507.6214810810764
366442834 1494.9928116299961
169106870 1495.1756841507
147097969 1510.7135627083014
109307769 1497.4387461170693
175605585 1507.6486116894541
133698464 1494.2914614991357
444006404 1498.8093733896774
279159497 1512.5238665366612
156882888 1496.7258247931925
124542678 1497.1285509769157
169607163 1495.349114914141
182466729 1495.6324179456192
63048327 1513.0609794359864
264082772 1511.5053591424708
231457580 1494.8027836531785
344141258 1496.4288204272186
141997153 1507.439938013048
182319973 1494.630481900137
173088687 1509.0408095477515
177717223 1498.0428249596214
266808864 1512.1037922695098
238266021 1507.6178696695638
80545588 1497.7377291314108
56243358 1498.3495996055394
177269747 1493.79086075307
348532886 1495.449935932021
350183620 1512.5490394073674
36568691 1497.3064793938022
154839681 1508.122136710814
35164271 1495.5845416591892
81222495 1507.3531619885034
65150793 1512.9148506028332
131635093 1509.3762712860355
237405827 1511.8569323845159
148459642 1510.6701179838674
