TIC BJD0 Per filepath Sectors Transit_Times tpeak
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1499.9069677 1499.9069677
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1500.4838174000001 1500.4838174000001
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1501.0606671 1501.0606671
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1501.6375168 1501.6375168
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1502.2143665 1502.2143665
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1502.7912162 1502.7912162
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1503.3680659000001 1503.3680659000001
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1503.9449156 1503.9449156
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1504.5217653 1504.5217653
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1505.098615 1505.098615
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1505.6754647 1505.6754647
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1506.2523144 1506.2523144
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1506.8291641 1506.8291641
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1507.4060138 1507.4060138
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1507.9828635000001 1507.9828635000001
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1508.5597132 1508.5597132
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1509.1365629 1509.1365629
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1509.7134126 1509.7134126
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1510.2902623 1510.2902623
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1510.867112 1510.867112
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1511.4439617 1511.4439617
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1512.0208114 1512.0208114
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1512.5976611 1512.5976611
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1513.1745108 1513.1745108
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1513.7513605 1513.7513605
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1514.3282102 1514.3282102
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1514.9050599 1514.9050599
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1515.4819096 1515.4819096
279955276 1326.275208 0.5768497 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000279955276_tess_v1.0_lc.fits 7 1516.0587593 1516.0587593
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1493.729613 1493.729613
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1494.8353313 1494.8353313
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1495.9410496 1495.9410496
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1497.0467679 1497.0467679
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1498.1524861999999 1498.1524861999999
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1499.2582045 1499.2582045
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1500.3639228 1500.3639228
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1501.4696411 1501.4696411
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1502.5753594 1502.5753594
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1503.6810777 1503.6810777
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1504.7867959999999 1504.7867959999999
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1505.8925143 1505.8925143
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1506.9982326 1506.9982326
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1508.1039509 1508.1039509
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1509.2096692 1509.2096692
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1510.3153875 1510.3153875
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1511.4211058 1511.4211058
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1512.5268240999999 1512.5268240999999
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1513.6325424 1513.6325424
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1514.7382607 1514.7382607
341550561 1493.729613 1.1057183 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000341550561_tess_v1.0_lc.fits 7 1515.843979 1515.843979
177308817 1339.631384 23.8960519 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000177308817_tess_v1.0_lc.fits 7 1506.9037473 1506.9037473
382069441 1327.777811 5.4786639 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000382069441_tess_v1.0_lc.fits 7 1492.137728 1492.137728
382069441 1327.777811 5.4786639 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000382069441_tess_v1.0_lc.fits 7 1497.6163919 1497.6163919
382069441 1327.777811 5.4786639 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000382069441_tess_v1.0_lc.fits 7 1503.0950558 1503.0950558
382069441 1327.777811 5.4786639 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000382069441_tess_v1.0_lc.fits 7 1508.5737196999999 1508.5737196999999
382069441 1327.777811 5.4786639 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000382069441_tess_v1.0_lc.fits 7 1514.0523836 1514.0523836
349518145 1327.574927 8.2798747 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349518145_tess_v1.0_lc.fits 7 1493.172421 1493.172421
349518145 1327.574927 8.2798747 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349518145_tess_v1.0_lc.fits 7 1501.4522957 1501.4522957
349518145 1327.574927 8.2798747 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349518145_tess_v1.0_lc.fits 7 1509.7321703999999 1509.7321703999999
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1492.029417 1492.029417
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1493.1407023000002 1493.1407023000002
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1494.2519876000001 1494.2519876000001
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1495.3632729 1495.3632729
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1496.4745582 1496.4745582
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1497.5858435 1497.5858435
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1498.6971288 1498.6971288
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1499.8084141 1499.8084141
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1500.9196994000001 1500.9196994000001
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1502.0309847 1502.0309847
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1503.14227 1503.14227
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1504.2535553 1504.2535553
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1505.3648406 1505.3648406
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1506.4761259 1506.4761259
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1507.5874112000001 1507.5874112000001
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1508.6986965 1508.6986965
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1509.8099818 1509.8099818
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1510.9212671 1510.9212671
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1512.0325524 1512.0325524
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1513.1438377 1513.1438377
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1514.255123 1514.255123
38586438 1325.336622 1.1112853 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000038586438_tess_v1.0_lc.fits 7 1515.3664083 1515.3664083
30313682 1329.89694 5.7273674 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000030313682_tess_v1.0_lc.fits 7 1495.9905946000001 1495.9905946000001
30313682 1329.89694 5.7273674 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000030313682_tess_v1.0_lc.fits 7 1501.7179620000002 1501.7179620000002
30313682 1329.89694 5.7273674 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000030313682_tess_v1.0_lc.fits 7 1507.4453294 1507.4453294
30313682 1329.89694 5.7273674 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000030313682_tess_v1.0_lc.fits 7 1513.1726968 1513.1726968
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1491.9220527999998 1491.9220527999998
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1493.2673983999998 1493.2673983999998
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1494.612744 1494.612744
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1495.9580896 1495.9580896
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1497.3034352 1497.3034352
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1498.6487808 1498.6487808
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1499.9941264 1499.9941264
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1501.339472 1501.339472
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1502.6848175999999 1502.6848175999999
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1504.0301632 1504.0301632
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1505.3755088 1505.3755088
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1506.7208544 1506.7208544
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1508.0662 1508.0662
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1509.4115456 1509.4115456
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1510.7568912 1510.7568912
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1512.1022368 1512.1022368
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1513.4475823999999 1513.4475823999999
364302118 1326.444544 1.3453456 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000364302118_tess_v1.0_lc.fits 7 1514.7929279999998 1514.7929279999998
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1492.9516285999998 1492.9516285999998
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1494.5136478 1494.5136478
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1496.075667 1496.075667
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1497.6376862 1497.6376862
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1499.1997053999999 1499.1997053999999
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1500.7617246 1500.7617246
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1502.3237437999999 1502.3237437999999
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1503.885763 1503.885763
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1505.4477822 1505.4477822
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1507.0098014 1507.0098014
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1508.5718206 1508.5718206
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1510.1338398 1510.1338398
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1511.695859 1511.695859
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1513.2578782 1513.2578782
349480507 1355.493939 1.5620192 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000349480507_tess_v1.0_lc.fits 7 1514.8198974 1514.8198974
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1492.0704091999999 1492.0704091999999
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1492.5660271 1492.5660271
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1493.0616449999998 1493.0616449999998
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1493.5572628999998 1493.5572628999998
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1494.0528808 1494.0528808
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1494.5484987 1494.5484987
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1495.0441165999998 1495.0441165999998
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1495.5397345 1495.5397345
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1496.0353524 1496.0353524
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1496.5309702999998 1496.5309702999998
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1497.0265881999999 1497.0265881999999
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1497.5222061 1497.5222061
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1498.0178239999998 1498.0178239999998
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1498.5134418999999 1498.5134418999999
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1499.0090598 1499.0090598
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1499.5046776999998 1499.5046776999998
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1500.0002955999998 1500.0002955999998
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1500.4959135 1500.4959135
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1500.9915314 1500.9915314
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1501.4871492999998 1501.4871492999998
294784522 1354.288633 0.4956179 ../data/binary-files/hlsp_gsfc-eleanor-lite_tess_ffi_s0007-0000000294784522_tess_v1.0_lc.fits 7 1501.9827672 1501.9827672
