loss_s0115 accuracy_s0115 val_auc_s0115 precision_s0115 recall_s0115 f1_score_s0115 val_loss_s0115 val_accuracy_s0115 val_val_auc_s0115 val_precision_s0115 val_recall_s0115 val_f1_score_s0115
0.1523417830467224 0.9465397000312805 0.9858657121658325 0.9422962665557861 0.9503999948501587 0.9463307857513428 0.04601110517978668 0.9865106344223022 0.9978153109550476 0.988353431224823 0.9843999743461609 0.986372709274292
0.05883292481303215 0.9832874536514282 0.9966939091682434 0.9844094514846802 0.9818500280380249 0.9831280708312988 0.045974478125572205 0.9916683435440063 0.9989301562309265 0.9873116612434387 0.9959999918937683 0.9916368126869202
0.03849165886640549 0.9897592067718506 0.998207688331604 0.9906808733940125 0.9886500239372253 0.9896644353866577 0.019634174183011055 0.9948422908782959 0.9995048642158508 0.9940096139907837 0.9955999851226807 0.9948041439056396
0.03141636401414871 0.9928835034370422 0.9985339045524597 0.9939363598823547 0.9916999936103821 0.9928169250488281 0.021753448992967606 0.9944455623626709 0.9996793270111084 0.9912559390068054 0.9976000189781189 0.9944178462028503
0.02731558494269848 0.9934290647506714 0.9988265633583069 0.9949340224266052 0.9918000102043152 0.9933645725250244 0.027890024706721306 0.9936520457267761 0.9995584487915039 0.9916334748268127 0.9955999851226807 0.9936128258705139
0.025583606213331223 0.9939993619918823 0.9989688992500305 0.9949398636817932 0.9929500222206116 0.993943989276886 0.017984015867114067 0.9966276288032532 0.9993472695350647 0.9967986941337585 0.996399998664856 0.9965993165969849
0.022286832332611084 0.9950655698776245 0.9990627765655518 0.9961910247802734 0.9938499927520752 0.9950191378593445 0.013223450630903244 0.997421145439148 0.9997442364692688 0.997201144695282 0.9976000189781189 0.9974005818367004
0.02162257395684719 0.9953135251998901 0.9991050362586975 0.996441662311554 0.9940999746322632 0.9952694177627563 0.012842214666306973 0.9976195096969604 0.9993401765823364 0.9968051314353943 0.9983999729156494 0.9976019263267517
0.018631979823112488 0.9957846999168396 0.9992872476577759 0.9965941905975342 0.9948999881744385 0.9957463145256042 0.014208740554749966 0.9968260526657104 0.9997593760490417 0.9948207139968872 0.9987999796867371 0.9968063831329346
0.020824994891881943 0.995437502861023 0.9992719888687134 0.9962435960769653 0.9945499897003174 0.9953960180282593 0.0243704654276371 0.9942471981048584 0.999041736125946 0.9924272894859314 0.9959999918937683 0.994210422039032
0.01982719451189041 0.995263934135437 0.9992468953132629 0.9960434436798096 0.9944000244140625 0.9952210783958435 0.011803995817899704 0.997421145439148 0.9997542500495911 0.9968038201332092 0.9980000257492065 0.9974015355110168
0.015580986626446247 0.9970492720603943 0.9993951320648193 0.997298538684845 0.996749997138977 0.9970241189002991 0.011240118183195591 0.997421145439148 0.9995541572570801 0.9979975819587708 0.9968000054359436 0.9973984360694885
0.016487734392285347 0.9961814284324646 0.9994245171546936 0.997094452381134 0.995199978351593 0.9961463212966919 0.01195481512695551 0.997421145439148 0.9995712637901306 0.9964072108268738 0.9983999729156494 0.997402548789978
0.016758110374212265 0.9962558150291443 0.9994330406188965 0.9971446990966797 0.9952999949455261 0.9962214827537537 0.011482090689241886 0.9976195096969604 0.9991783499717712 0.9979984164237976 0.9972000122070312 0.9975990056991577
0.018845176324248314 0.9960574507713318 0.9991623163223267 0.996994137763977 0.9950500130653381 0.9960210919380188 0.010100899264216423 0.997024416923523 0.9997797012329102 0.9964042901992798 0.9976000189781189 0.9970018267631531
0.015098183415830135 0.9965037703514099 0.9994827508926392 0.9972955584526062 0.9956499934196472 0.9964720606803894 0.011421512812376022 0.997024416923523 0.9995893239974976 0.9956122636795044 0.9983999729156494 0.9970042109489441
0.014964400790631771 0.996553361415863 0.9995253682136536 0.9973954558372498 0.9956499934196472 0.9965219497680664 0.0100860595703125 0.997421145439148 0.999771237373352 0.9968038201332092 0.9980000257492065 0.9974015355110168
0.013892208226025105 0.9969004988670349 0.9995760321617126 0.9971981644630432 0.9965500235557556 0.9968739748001099 0.008563511073589325 0.9976195096969604 0.9997849464416504 0.9979984164237976 0.9972000122070312 0.9975990056991577
0.016086678951978683 0.9963549971580505 0.9992250800132751 0.99709552526474 0.9955499768257141 0.9963221549987793 0.009682368487119675 0.997817873954773 0.9997784495353699 0.9976009726524353 0.9980000257492065 0.9978004693984985
0.011971239931881428 0.9972476363182068 0.9996330738067627 0.9976480007171631 0.9968000054359436 0.9972238540649414 0.01007684413343668 0.997024416923523 0.9997798204421997 0.9964042901992798 0.9976000189781189 0.9970018267631531
