tic gt tpeak labels pred_s0993
420470740.0 0 1808.8473133511702 0 0.00089693844
129906798.0 1 1796.1619698350148 1 0.9998583
265378806.0 0 1808.890429830143 0 0.019765979
82628548.0 0 1797.8481514412026 0 0.0016437343
255865349.0 1 1806.303667105101 1 0.99998504
291838547.0 1 1798.8281050338335 1 0.99999195
311939650.0 1 1799.3271621299639 1 0.99998456
22661968.0 1 1794.2244252462885 1 0.9999754
370211039.0 0 1805.5565950686348 0 0.001699955
384816486.0 1 1795.244283047555 1 0.9999791
418031506.0 0 1805.2867270971421 0 0.00094790757
348637653.0 1 1796.0788254940674 1 0.99955267
29015282.0 0 1796.6414183806453 0 0.007619339
358828514.0 1 1795.9926425323474 1 0.9999755
415900632.0 1 1794.0782802607062 1 0.9999778
402813493.0 0 1808.9100549239968 0 0.0013912434
117752371.0 1 1794.015539936822 1 0.9999937
335964619.0 1 1810.8220914741553 1 0.99993175
10242532.0 0 1805.3687872270852 0 0.0050755995
11329543.0 0 1812.4520543049825 0 0.0020674556
399764779.0 1 1794.8048604205253 1 0.9998566
272823545.0 1 1794.847376284075 1 0.9999128
359039683.0 0 1805.2431641198953 0 0.0022535964
250896901.0 1 1799.619809280378 1 0.9999474
186610989.0 1 1810.7660235696937 1 0.99982417
279375974.0 0 1796.825173899428 0 0.00082994736
400349220.0 1 1797.597407686345 1 0.99984235
187031415.0 0 1805.536739119453 0 0.0011285004
241073627.0 0 1809.2025081899465 0 0.0017480088
286313280.0 1 1797.5370431436104 1 0.99997294
285562017.0 0 1793.3281633879528 0 0.0009284844
350695632.0 1 1797.3661316642551 1 0.9996744
428529282.0 1 1810.430872719298 1 0.9999868
67571745.0 0 1812.3492901829852 0 0.0015277389
388036867.0 1 1798.1999567818923 1 0.9997232
407244881.0 1 1796.1182891186663 1 0.9999764
256925744.0 1 1793.9909798585998 1 0.9999923
275769141.0 0 1805.2855434557334 0 0.0012231768
445448646.0 0 1793.1402220651576 0 0.0019863585
232618861.0 1 1811.1348159555805 1 0.9999762
368379825.0 1 1806.263769186506 1 0.9999255
372630385.0 0 1805.535603354709 0 0.00053328805
13275758.0 1 1795.0342893544544 1 0.99999446
428531693.0 1 1810.6200272477945 1 0.9999383
370951651.0 0 1793.1402306086425 0 0.0007944037
238720199.0 1 1810.9321655956635 1 0.9998491
431855914.0 0 1812.411905244081 0 0.002581588
285512509.0 1 1793.7862161753621 1 0.9910235
83140795.0 1 1797.8683179117227 1 0.9999467
320189332.0 1 1795.1604178050998 1 0.9998046
29059895.0 0 1809.266470030146 0 0.0027834862
372135269.0 0 1808.8877576535351 0 0.008532983
20704915.0 1 1796.536615635547 1 0.9993608
436857106.0 0 1805.3080608129824 0 0.0029039017
54883317.0 1 1799.577061189686 1 0.99990463
237238590.0 1 1797.845427976322 1 0.9999974
298732314.0 1 1797.968604416822 1 0.9999942
192466212.0 1 1799.22428521767 1 0.9999353
370939997.0 1 1798.8691514789984 1 0.9999995
54206670.0 0 1812.701999304594 0 0.0014789666
323307946.0 1 1794.4505246103224 1 0.9999979
219895134.0 1 1811.4066289085395 1 0.9999678
309240531.0 0 1796.973637020365 0 0.0024878583
445190216.0 0 1809.202108615732 0 0.0011301786
302395244.0 0 1805.203140278668 0 0.0029044556
229489998.0 0 1805.2198427531832 0 0.00036714968
137118833.0 1 1800.617912188042 1 0.99990857
327183309.0 0 1812.3485519239764 0 0.0014776277
270056075.0 1 1799.8288148833817 1 0.9999832
233498959.0 1 1806.4069226710183 1 0.99999905
252807272.0 0 1809.0783117903422 0 0.003243632
332803421.0 1 1793.5566807772593 1 0.9999995
71687249.0 0 1812.6814390363888 0 0.000102866536
284145424.0 1 1796.722817137552 1 0.99999464
385557043.0 1 1798.391355734904 1 0.9999228
354969931.0 1 1810.8477395293223 1 0.9999542
356896553.0 0 1812.3848548902204 0 0.00039281734
374557870.0 1 1810.18161173315 1 0.9999009
331852678.0 1 1810.9938455444994 1 0.99998647
50690996.0 1 1796.2647286904069 1 0.99984914
117531026.0 1 1798.8072325681633 1 0.9999991
81916985.0 1 1795.4105153168505 1 0.99991673
283838437.0 1 1810.7641817665508 1 0.9999852
