loss_s0103 accuracy_s0103 val_auc_s0103 precision_s0103 recall_s0103 f1_score_s0103 val_loss_s0103 val_accuracy_s0103 val_val_auc_s0103 val_precision_s0103 val_recall_s0103 val_f1_score_s0103
0.11651266366243362 0.9695316553115845 0.9944238662719727 0.9860730171203613 0.9523000121116638 0.9688922166824341 0.034522369503974915 0.9924257397651672 0.9985175132751465 0.9877179265022278 0.9972000122070312 0.9924363493919373
0.03271669149398804 0.9911061525344849 0.9984040260314941 0.9927256107330322 0.9894000291824341 0.9910600781440735 0.03249919041991234 0.9948176145553589 0.9984448552131653 0.9916534423828125 0.9980000257492065 0.9948166012763977
0.029121557250618935 0.9926258325576782 0.9986077547073364 0.9933894276618958 0.9918000102043152 0.9925940632820129 0.02580852434039116 0.9940203428268433 0.9985174536705017 0.9959839582443237 0.9919999837875366 0.9939879775047302
0.02616378478705883 0.993198812007904 0.9988934397697449 0.9943366646766663 0.9919999837875366 0.9931669235229492 0.02757486142218113 0.9956148862838745 0.9983204007148743 0.9952038526535034 0.9959999918937683 0.9956017732620239
0.023734280839562416 0.993796706199646 0.998906135559082 0.9952359199523926 0.9922999739646912 0.9937657117843628 0.023625679314136505 0.9938210248947144 0.9985719919204712 0.9955841302871704 0.9919999837875366 0.9937888383865356
0.023083405569195747 0.9940458536148071 0.9988892078399658 0.9954866766929626 0.9925500154495239 0.994016170501709 0.02285703271627426 0.9934223890304565 0.9985108375549316 0.9955805540084839 0.9911999702453613 0.993385374546051
0.021605324000120163 0.9947683215141296 0.9991230964660645 0.9960894584655762 0.993399977684021 0.9947428703308105 0.03337859734892845 0.9958142042160034 0.9981014132499695 0.993235170841217 0.9983999729156494 0.9958109259605408
0.021674979478120804 0.9945191740989685 0.9990333914756775 0.9957890510559082 0.9932000041007996 0.994492769241333 0.02242904342710972 0.9960135817527771 0.9982584118843079 0.9948124289512634 0.9972000122070312 0.9960047602653503
0.02039560116827488 0.9947434067726135 0.9991841912269592 0.9958406686782837 0.9936000108718872 0.9947190880775452 0.023376937955617905 0.9958142042160034 0.9983170032501221 0.9948104023933411 0.9968000054359436 0.9958042502403259
0.01876816712319851 0.9952167272567749 0.9991754293441772 0.996441125869751 0.9939500093460083 0.9951940178871155 0.02081429213285446 0.9958142042160034 0.9986472725868225 0.9956017732620239 0.9959999918937683 0.9958008527755737
0.018576590344309807 0.995465874671936 0.9991861581802368 0.9963931441307068 0.9944999814033508 0.9954456686973572 0.020771749317646027 0.9960135817527771 0.9985506534576416 0.995207667350769 0.9968000054359436 0.9960031509399414
0.01884273812174797 0.9953911304473877 0.9992003440856934 0.9963926076889038 0.994350016117096 0.9953702092170715 0.01973065920174122 0.996212899684906 0.9988180994987488 0.9948145151138306 0.9976000189781189 0.9962053894996643
0.017718041315674782 0.9957150220870972 0.9992067813873291 0.9965938925743103 0.9947999715805054 0.9956961274147034 0.020513491705060005 0.9966115355491638 0.9986419677734375 0.9948186278343201 0.9983999729156494 0.9966060519218445
0.018351219594478607 0.9956153631210327 0.9991299510002136 0.9969915747642517 0.9941999912261963 0.995593786239624 0.019372396171092987 0.9956148862838745 0.9988226890563965 0.9955999851226807 0.9955999851226807 0.9955999851226807
0.01815536990761757 0.9957399368286133 0.9992198944091797 0.9964945912361145 0.994949996471405 0.995721697807312 0.0207985769957304 0.9960135817527771 0.9988077282905579 0.9944178462028503 0.9976000189781189 0.996006429195404
0.01670709438621998 0.9958644509315491 0.9993570446968079 0.9965949058532715 0.9951000213623047 0.9958469271659851 0.019264234229922295 0.9956148862838745 0.998835563659668 0.9948083162307739 0.996399998664856 0.9956035614013672
0.017877012491226196 0.9957648515701294 0.999224066734314 0.9965941905975342 0.9948999881744385 0.9957463145256042 0.0189023669809103 0.9964122176170349 0.9988192319869995 0.9952114820480347 0.9976000189781189 0.9964043498039246
0.01617824286222458 0.9959641098976135 0.999397337436676 0.9967448115348816 0.9951500296592712 0.9959467649459839 0.02813102677464485 0.9934223890304565 0.9987540245056152 0.9971785545349121 0.9896000027656555 0.9933748245239258
0.016108671203255653 0.996288001537323 0.9992893934249878 0.9971449971199036 0.9954000115394592 0.9962717294692993 0.020231470465660095 0.9968108534812927 0.9991183280944824 0.9956105351448059 0.9980000257492065 0.9968038201332092
0.015567529015243053 0.9961883425712585 0.9994433522224426 0.9970946311950684 0.9952499866485596 0.9961714744567871 0.017359139397740364 0.9968108534812927 0.999077558517456 0.9956105351448059 0.9980000257492065 0.9968038201332092
0.0157232116907835 0.9962630867958069 0.9992535710334778 0.9970452785491943 0.9954500198364258 0.9962470531463623 0.018828492611646652 0.9960135817527771 0.9989709854125977 0.9963971376419067 0.9955999851226807 0.9959983825683594
0.015424348413944244 0.9961135983467102 0.9994114637374878 0.9968452453613281 0.9953500032424927 0.9960970282554626 0.020479092374444008 0.9964122176170349 0.9990737438201904 0.9936356544494629 0.9991999864578247 0.9964100122451782
0.01468146126717329 0.9964624047279358 0.999492347240448 0.9971460103988647 0.9957500100135803 0.9964474439620972 0.017044851556420326 0.9966115355491638 0.999087929725647 0.9956088066101074 0.9976000189781189 0.9966034293174744
0.015042106620967388 0.9965620040893555 0.9994242787361145 0.9972461462020874 0.9958500266075134 0.9965476393699646 0.017839455977082253 0.9964122176170349 0.9991108775138855 0.9948166012763977 0.9980000257492065 0.9964057207107544
