tic gt tpeak labels pred_s0992
229944109.0 0 1808.844250306577 0 0.0016389092
445410746.0 0 1805.5563970684336 0 0.0015350546
331780550.0 0 1809.1813578567921 0 0.0005417247
347768506.0 0 1805.2442930988377 0 0.0017886014
233629196.0 0 1812.385866191936 0 0.0021305347
229748836.0 0 1812.386148366143 0 0.00023710956
427766763.0 0 1797.0553628876457 0 0.0006934184
130083516.0 1 1795.1827995757753 1 0.99999446
390170776.0 1 1797.139776137706 1 1.0
233079895.0 1 1811.239875266335 1 0.9999925
275146861.0 1 1799.0970435376244 1 0.9999653
139553692.0 0 1809.1410603448255 0 0.0013059817
267882450.0 0 1805.1985978979587 0 0.00039395606
26439243.0 1 1805.5579826466449 1 0.9999522
347581893.0 1 1793.9317349980083 1 1.0
302468363.0 1 1810.3698906091354 1 0.9999992
235709858.0 0 1812.3450137685304 0 0.00041653297
377507360.0 1 1795.2842205617364 1 0.9999868
385245132.0 1 1797.7865767193418 1 0.9999739
94448601.0 1 1798.453762495035 1 0.9999986
299332103.0 0 1809.1606284246282 0 0.0002921495
316629077.0 1 1798.4320356029018 1 0.9998373
417746712.0 0 1812.3673901646855 0 0.00013822693
219800917.0 1 1794.323099213907 1 1.0
405414542.0 1 1797.4956025957513 1 0.9998693
372389105.0 0 1805.2420174422061 0 0.00034446793
367089929.0 1 1796.3463625388201 1 1.0
258627737.0 0 1805.2829308461585 0 0.0010786678
321819483.0 0 1808.887486486495 0 0.00051613897
139532737.0 1 1797.495178420349 1 0.99988616
233080784.0 1 1810.323165863295 1 0.99998945
428606311.0 1 1797.472200722201 1 0.99878484
422533069.0 1 1799.1397987660507 1 0.9961619
192320564.0 1 1810.9533068626629 1 0.9999797
332870266.0 0 1809.2023477820762 0 0.00027427552
245470004.0 1 1795.9525867046425 1 0.99996567
436861165.0 0 1796.6414726933483 0 0.0034592277
327189417.0 1 1797.015668106432 1 0.9998621
250560831.0 0 1808.8695912534563 0 0.00055436627
359432099.0 0 1796.9100025866217 0 0.00054889056
233724202.0 0 1797.9689058450863 0 0.0025986442
377672342.0 1 1797.6386860482012 1 1.0
322310532.0 1 1795.3044477421474 1 0.99999636
259266180.0 0 1812.365631423346 0 0.0003439544
269414794.0 1 1797.32623283249 1 0.99995947
416046064.0 1 1793.7242480486411 1 0.9999296
194779555.0 1 1811.4536995418362 1 0.9991599
283840173.0 1 1806.285123735164 1 0.99971527
396006762.0 0 1812.3472591346356 0 0.00074675627
271754473.0 0 1808.8679112428883 0 0.0010676836
104316130.0 0 1808.8490844944956 0 0.0023406805
283933555.0 1 1797.576937585975 1 0.9999999
356340576.0 1 1798.1139023296853 1 0.99684715
422533317.0 1 1795.5772776013891 1 0.9997323
378861516.0 0 1800.3054818335218 0 0.00011345551
