loss_s0992 accuracy_s0992 auc_s0992 precision_s0992 recall_s0992 f1_score_s0992 val_loss_s0992 val_accuracy_s0992 val_auc_s0992 val_precision_s0992 val_recall_s0992 val_f1_score_s0992 test_loss_s0992 test_accuracy_s0992 test_auc_s0992 test_precision_s0992 test_recall_s0992 test_f1_score_s0992 test_f_score_s0992
0.16471143066883087 0.9763328433036804 0.9957858324050903 0.9835516214370728 0.9686999917030334 0.9760692715644836 0.10457954555749893 0.9920271039009094 0.9982858896255493 0.9861660003662109 0.9980000257492065 0.9920477271080017 0.10356847196817398 0.9908329844474792 0.9988369345664978 0.9857482314109802 0.9959999918937683 0.9908475875854492 0.9908475875854492
0.07204562425613403 0.9922271966934204 0.998773992061615 0.994226336479187 0.990149974822998 0.9921839833259583 0.05541585758328438 0.9964122176170349 0.9989178776741028 0.9952114820480347 0.9976000189781189 0.9964043498039246 0.056509170681238174 0.9944201111793518 0.9994199275970459 0.9947958588600159 0.9940000176429749 0.994397759437561 0.994397759437561
0.05687078833580017 0.9928998351097107 0.9987717270851135 0.9949289560317993 0.9908000230789185 0.9928601980209351 0.0530010461807251 0.9958142042160034 0.9991124272346497 0.9948104023933411 0.9968000054359436 0.9958042502403259 0.05306914821267128 0.9940215349197388 0.9989227652549744 0.9947916865348816 0.9932000041007996 0.993995189666748 0.993995189666748
0.04800176993012428 0.993796706199646 0.9989511966705322 0.9955341219902039 0.9919999837875366 0.9937639236450195 0.044765301048755646 0.9944189786911011 0.9993483424186707 0.9963855147361755 0.9923999905586243 0.9943887591362 0.04797445237636566 0.9936229586601257 0.9984297156333923 0.9971796870231628 0.9900000095367432 0.9935768246650696 0.9935768246650696
0.04413997381925583 0.9936721324920654 0.9988963603973389 0.9949368238449097 0.9923499822616577 0.99364173412323 0.04009607806801796 0.996212899684906 0.9986999034881592 0.9952095746994019 0.9972000122070312 0.9962037801742554 0.039628587663173676 0.995416522026062 0.99948650598526 0.9967910051345825 0.9940000176429749 0.9953935146331787 0.9953935146331787
0.04100756719708443 0.9938963651657104 0.9988701939582825 0.9958335161209106 0.9919000267982483 0.9938628077507019 0.037690870463848114 0.9958142042160034 0.9988070130348206 0.9952057600021362 0.996399998664856 0.9958025217056274 0.037104532122612 0.995017945766449 0.9990313053131104 0.9963898658752441 0.9936000108718872 0.9949930310249329 0.9949930310249329
0.03965054452419281 0.9942949414253235 0.9988149404525757 0.9960359334945679 0.9925000071525574 0.9942648410797119 0.03675675764679909 0.996212899684906 0.9986802935600281 0.9948145151138306 0.9976000189781189 0.9962053894996643 0.036705560982227325 0.9952172040939331 0.9991162419319153 0.9948041439056396 0.9955999851226807 0.9952019453048706 0.9952019453048706
0.038391802459955215 0.9942949414253235 0.9988598823547363 0.9957871437072754 0.9927499890327454 0.9942662715911865 0.034134332090616226 0.9958142042160034 0.9991766214370728 0.9959983825683594 0.9955999851226807 0.9957991242408752 0.03449517861008644 0.9948186278343201 0.9994181394577026 0.9967871308326721 0.9927999973297119 0.9947896003723145 0.9947896003723145
0.03701179102063179 0.9942202568054199 0.9989219307899475 0.9957864880561829 0.9926000237464905 0.9941906929016113 0.03456372395157814 0.9966115355491638 0.9987438321113586 0.9956088066101074 0.9976000189781189 0.9966034293174744 0.03293986618518829 0.9960143566131592 0.9995359182357788 0.9971932768821716 0.9947999715805054 0.9959952235221863 0.9959952235221863
0.03457554429769516 0.9945440888404846 0.9991436004638672 0.99623703956604 0.9927999973297119 0.994515597820282 0.0334574319422245 0.9948176145553589 0.9988349080085754 0.9959903955459595 0.9936000108718872 0.9947937726974487 0.03477531671524048 0.9942207932472229 0.9986615777015686 0.9975835680961609 0.9908000230789185 0.9941802620887756 0.9941802620887756
0.035005174577236176 0.9942202568054199 0.9990105628967285 0.9956870675086975 0.9926999807357788 0.9941912293434143 0.03496212139725685 0.996212899684906 0.9986865520477295 0.9948145151138306 0.9976000189781189 0.9962053894996643 0.03383542224764824 0.9958150386810303 0.9991820454597473 0.9963956475257874 0.995199978351593 0.9957974553108215 0.9957974553108215
0.03406115993857384 0.9945440888404846 0.9990707039833069 0.9961872100830078 0.9928500056266785 0.9945157766342163 0.03269192948937416 0.9964122176170349 0.9986749291419983 0.9952114820480347 0.9976000189781189 0.9964043498039246 0.031735774129629135 0.9956157803535461 0.9988896250724792 0.9955999851226807 0.9955999851226807 0.9955999851226807 0.9955999851226807
0.032480139285326004 0.9947932362556458 0.9991774559020996 0.9961891174316406 0.9933500289916992 0.9947675466537476 0.034801919013261795 0.9960135817527771 0.998690128326416 0.993630588054657 0.9983999729156494 0.9960095286369324 0.03353877738118172 0.995017945766449 0.998988687992096 0.9940119981765747 0.9959999918937683 0.9950050115585327 0.9950050115585327
0.03259507566690445 0.9946935772895813 0.9989055395126343 0.9965868592262268 0.9927499890327454 0.99466472864151 0.03542919456958771 0.9960135817527771 0.9988498091697693 0.9940239191055298 0.9980000257492065 0.996008038520813 0.03331931680440903 0.9960143566131592 0.9990543723106384 0.9963971376419067 0.9955999851226807 0.9959983825683594 0.9959983825683594
0.03279711678624153 0.9940956830978394 0.9989898800849915 0.9956859946250916 0.9924499988555908 0.9940652847290039 0.03197495639324188 0.9960135817527771 0.9984797239303589 0.9959999918937683 0.9959999918937683 0.9959999918937683 0.03054974600672722 0.995416522026062 0.9990259408950806 0.9967910051345825 0.9940000176429749 0.9953935146331787 0.9953935146331787
0.03158840164542198 0.9945690035820007 0.9991919994354248 0.9959883689880371 0.9930999875068665 0.9945420622825623 0.03375346213579178 0.996212899684906 0.9988770484924316 0.9944201111793518 0.9980000257492065 0.9962068200111389 0.03165367245674133 0.9958150386810303 0.9989432096481323 0.9963956475257874 0.995199978351593 0.9957974553108215 0.9957974553108215
0.03185907378792763 0.9946437478065491 0.9990960359573364 0.9962875843048096 0.9929500222206116 0.9946160316467285 0.03207039088010788 0.996212899684906 0.9987621307373047 0.9948145151138306 0.9976000189781189 0.9962053894996643 0.03036082722246647 0.9960143566131592 0.9990105032920837 0.9963971376419067 0.9955999851226807 0.9959983825683594 0.9959983825683594
0.03137361258268356 0.9945939183235168 0.9991045594215393 0.9960880875587463 0.9930499792098999 0.9945666790008545 0.029376331716775894 0.9948176145553589 0.9990143775939941 0.9959903955459595 0.9936000108718872 0.9947937726974487 0.028879521414637566 0.995416522026062 0.9992207288742065 0.9975894093513489 0.9932000041007996 0.9953898787498474 0.9953898787498474
0.03092178702354431 0.9948181509971619 0.99893718957901 0.9963386654853821 0.9932500123977661 0.9947919249534607 0.031698282808065414 0.9968108534812927 0.9988762140274048 0.9956105351448059 0.9980000257492065 0.9968038201332092 0.029392821714282036 0.9960143566131592 0.9989606738090515 0.9967948794364929 0.995199978351593 0.9959967732429504 0.9959967732429504
0.030170699581503868 0.9946935772895813 0.9992124438285828 0.9964373707771301 0.992900013923645 0.9946655035018921 0.03385326266288757 0.996212899684906 0.9985385537147522 0.9944201111793518 0.9980000257492065 0.9962068200111389 0.03032204881310463 0.9964129328727722 0.9989880323410034 0.996399998664856 0.996399998664856 0.996399998664856 0.996399998664856
